allied general (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Allied%20General%20%28USA%29.zip
alone in the dark - one-eyed jack's revenge (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Alone%20in%20the%20Dark%20-%20One-Eyed%20Jack%27s%20Revenge%20%28USA%29.zip
alone in the dark - the new nightmare (usa) (disc 1),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare%20%28USA%29%20%28Disc%201%29.zip
alone in the dark - the new nightmare (usa) (disc 2),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Alone%20in%20the%20Dark%20-%20The%20New%20Nightmare%20%28USA%29%20%28Disc%202%29.zip
alundra (usa) (rev 1),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Alundra%20%28USA%29%20%28Rev%201%29.zip
alundra (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Alundra%20%28USA%29.zip
alundra 2 - a new legend begins (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Alundra%202%20-%20A%20New%20Legend%20Begins%20%28USA%29.zip
amazing virtual sea-monkeys the (usa) (enes),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Amazing%20Virtual%20Sea-Monkeys%2C%20The%20%28USA%29%20%28En%2CEs%29.zip
american pool (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/American%20Pool%20%28USA%29.zip
andretti racing (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Andretti%20Racing%20%28USA%29.zip
animaniacs - ten pin alley (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Animaniacs%20-%20Ten%20Pin%20Alley%20%28USA%29.zip
animorphs - shattered reality (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Animorphs%20-%20Shattered%20Reality%20%28USA%29.zip
ape escape (usa) (demo 1) (edc),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Ape%20Escape%20%28USA%29%20%28Demo%201%29%20%28EDC%29.zip
ape escape (usa) (demo 2) (edc),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Ape%20Escape%20%28USA%29%20%28Demo%202%29%20%28EDC%29.zip
ape escape (usa) (demo 2),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Ape%20Escape%20%28USA%29%20%28Demo%202%29.zip
ape escape (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Ape%20Escape%20%28USA%29.zip
apocalypse (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Apocalypse%20%28USA%29.zip
aquanaut's holiday (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Aquanaut%27s%20Holiday%20%28USA%29.zip
arc the lad collection - arc arena - monster tournament (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Arc%20the%20Lad%20Collection%20-%20Arc%20Arena%20-%20Monster%20Tournament%20%28USA%29.zip
arc the lad collection - arc the lad (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Arc%20the%20Lad%20Collection%20-%20Arc%20the%20Lad%20%28USA%29.zip
arc the lad collection - arc the lad ii (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Arc%20the%20Lad%20Collection%20-%20Arc%20the%20Lad%20II%20%28USA%29.zip
arc the lad collection - arc the lad iii (usa) (disc 1),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Arc%20the%20Lad%20Collection%20-%20Arc%20the%20Lad%20III%20%28USA%29%20%28Disc%201%29.zip
arc the lad collection - arc the lad iii (usa) (disc 2),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Arc%20the%20Lad%20Collection%20-%20Arc%20the%20Lad%20III%20%28USA%29%20%28Disc%202%29.zip
arc the lad collection - the making of arc the lad (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Arc%20the%20Lad%20Collection%20-%20The%20Making%20of%20Arc%20the%20Lad%20%28USA%29.zip
arcade party pak (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Arcade%20Party%20Pak%20%28USA%29.zip
arcade's greatest hits - the atari collection 1 (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Arcade%27s%20Greatest%20Hits%20-%20The%20Atari%20Collection%201%20%28USA%29.zip
arcade's greatest hits - the atari collection 2 (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Arcade%27s%20Greatest%20Hits%20-%20The%20Atari%20Collection%202%20%28USA%29.zip
arcade's greatest hits - the midway collection 2 (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Arcade%27s%20Greatest%20Hits%20-%20The%20Midway%20Collection%202%20%28USA%29.zip
area 51 (usa) (rev 1),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Area%2051%20%28USA%29%20%28Rev%201%29.zip
area 51 (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Area%2051%20%28USA%29.zip
armored core (usa) (reprint),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Armored%20Core%20%28USA%29%20%28Reprint%29.zip
armored core (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Armored%20Core%20%28USA%29.zip
armored core - master of arena (usa) (disc 1),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Armored%20Core%20-%20Master%20of%20Arena%20%28USA%29%20%28Disc%201%29.zip
armored core - master of arena (usa) (disc 2),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Armored%20Core%20-%20Master%20of%20Arena%20%28USA%29%20%28Disc%202%29.zip
armored core - project phantasma (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Armored%20Core%20-%20Project%20Phantasma%20%28USA%29.zip
armorines - project s.w.a.r.m. (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Armorines%20-%20Project%20S.W.A.R.M.%20%28USA%29.zip
army men - air attack (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Army%20Men%20-%20Air%20Attack%20%28USA%29.zip
army men - air attack 2 (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Army%20Men%20-%20Air%20Attack%202%20%28USA%29.zip
army men - green rogue (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Army%20Men%20-%20Green%20Rogue%20%28USA%29.zip
army men - sarge's heroes (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Army%20Men%20-%20Sarge%27s%20Heroes%20%28USA%29.zip
army men - sarge's heroes 2 (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Army%20Men%20-%20Sarge%27s%20Heroes%202%20%28USA%29.zip
army men - world war (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Army%20Men%20-%20World%20War%20%28USA%29.zip
army men - world war - final front (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Army%20Men%20-%20World%20War%20-%20Final%20Front%20%28USA%29.zip
army men - world war - land sea air (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Army%20Men%20-%20World%20War%20-%20Land%2C%20Sea%2C%20Air%20%28USA%29.zip
army men - world war - team assault (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Army%20Men%20-%20World%20War%20-%20Team%20Assault%20%28USA%29.zip
army men 3d (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Army%20Men%203D%20%28USA%29.zip
arthur! ready to race (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Arthur%21%20Ready%20to%20Race%20%28USA%29.zip
asciiware training cd (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Asciiware%20Training%20CD%20%28USA%29.zip
assault - retribution (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Assault%20-%20Retribution%20%28USA%29.zip
assault rigs (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Assault%20Rigs%20%28USA%29.zip
asteroids (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Asteroids%20%28USA%29.zip
atari anniversary edition redux (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Atari%20Anniversary%20Edition%20Redux%20%28USA%29.zip
austin powers pinball (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Austin%20Powers%20Pinball%20%28USA%29.zip
auto destruct (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Auto%20Destruct%20%28USA%29.zip
azure dreams (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Azure%20Dreams%20%28USA%29.zip
backstreet billiards (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Backstreet%20Billiards%20%28USA%29.zip
backyard soccer (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Backyard%20Soccer%20%28USA%29.zip
baldies (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Baldies%20%28USA%29.zip
ball breakers (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Ball%20Breakers%20%28USA%29.zip
ballblazer champions (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/BallBlazer%20Champions%20%28USA%29.zip
ballerburg - castle chaos (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Ballerburg%20-%20Castle%20Chaos%20%28USA%29.zip
ballistic (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Ballistic%20%28USA%29.zip
barbie - explorer (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Barbie%20-%20Explorer%20%28USA%29.zip
barbie - gotta have games (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Barbie%20-%20Gotta%20Have%20Games%20%28USA%29.zip
barbie - race & ride (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Barbie%20-%20Race%20%26%20Ride%20%28USA%29.zip
barbie - super sports (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Barbie%20-%20Super%20Sports%20%28USA%29.zip
bases loaded '96 - double header (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bases%20Loaded%20%2796%20-%20Double%20Header%20%28USA%29.zip
bass landing (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bass%20Landing%20%28USA%29.zip
bass rise (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bass%20Rise%20%28USA%29.zip
batman & robin (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Batman%20%26%20Robin%20%28USA%29.zip
batman - gotham city racer (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Batman%20-%20Gotham%20City%20Racer%20%28USA%29.zip
batman beyond - return of the joker (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Batman%20Beyond%20-%20Return%20of%20the%20Joker%20%28USA%29.zip
batman forever - the arcade game (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Batman%20Forever%20-%20The%20Arcade%20Game%20%28USA%29.zip
battle arena toshinden (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Battle%20Arena%20Toshinden%20%28USA%29.zip
battle arena toshinden 2 (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Battle%20Arena%20Toshinden%202%20%28USA%29.zip
battle arena toshinden 3 (usa) (enja),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Battle%20Arena%20Toshinden%203%20%28USA%29%20%28En%2CJa%29.zip
battle hunter (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Battle%20Hunter%20%28USA%29.zip
battle stations (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Battle%20Stations%20%28USA%29.zip
battleround usa (japan),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/BattleRound%20USA%20%28Japan%29.zip
battlesport (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/BattleSport%20%28USA%29.zip
battletanx - global assault (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/BattleTanx%20-%20Global%20Assault%20%28USA%29.zip
beast wars - transformers (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Beast%20Wars%20-%20Transformers%20%28USA%29.zip
best buy demo cd (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Best%20Buy%20Demo%20CD%20%28USA%29.zip
best buy greatest hits demo disc - volume one (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Best%20Buy%20Greatest%20Hits%20Demo%20Disc%20-%20Volume%20One%20%28USA%29.zip
beyblade (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Beyblade%20%28USA%29.zip
beyond the beyond (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Beyond%20the%20Beyond%20%28USA%29.zip
big air (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Big%20Air%20%28USA%29.zip
big bass fishing (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Big%20Bass%20Fishing%20%28USA%29.zip
big bass world championship (usa) (rev 1),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Big%20Bass%20World%20Championship%20%28USA%29%20%28Rev%201%29.zip
big bass world championship (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Big%20Bass%20World%20Championship%20%28USA%29.zip
big league slugger baseball (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Big%20League%20Slugger%20Baseball%20%28USA%29.zip
big ol' bass 2 (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Big%20Ol%27%20Bass%202%20%28USA%29.zip
big strike bowling (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Big%20Strike%20Bowling%20%28USA%29.zip
billiards (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Billiards%20%28USA%29.zip
bio f.r.e.a.k.s. (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bio%20F.R.E.A.K.S.%20%28USA%29.zip
black bass with blue marlin (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Black%20Bass%20with%20Blue%20Marlin%20%28USA%29.zip
black dawn (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Black%20Dawn%20%28USA%29.zip
blade (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Blade%20%28USA%29.zip
blast chamber (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Blast%20Chamber%20%28USA%29.zip
blast lacrosse (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Blast%20Lacrosse%20%28USA%29.zip
blast radius (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Blast%20Radius%20%28USA%29.zip
blaster master - blasting again (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Blaster%20Master%20-%20Blasting%20Again%20%28USA%29.zip
blasto (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Blasto%20%28USA%29.zip
blazing dragons (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Blazing%20Dragons%20%28USA%29.zip
blockbuster presents - gameshark top 50 - summer fall 2001 (usa) (unl),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Blockbuster%20Presents%20-%20GameShark%20Top%2050%20-%20Summer%20Fall%202001%20%28USA%29%20%28Unl%29.zip
blockids (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Blockids%20%28USA%29.zip
blood omen - legacy of kain (usa) (beta 1),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Blood%20Omen%20-%20Legacy%20of%20Kain%20%28USA%29%20%28Beta%201%29.zip
blood omen - legacy of kain (usa) (beta 2),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Blood%20Omen%20-%20Legacy%20of%20Kain%20%28USA%29%20%28Beta%202%29.zip
blood omen - legacy of kain (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Blood%20Omen%20-%20Legacy%20of%20Kain%20%28USA%29.zip
bloody roar (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bloody%20Roar%20%28USA%29.zip
bloody roar ii (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bloody%20Roar%20II%20%28USA%29.zip
blue's clues - blue's big musical (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Blue%27s%20Clues%20-%20Blue%27s%20Big%20Musical%20%28USA%29.zip
board game - top shop (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Board%20Game%20-%20Top%20Shop%20%28USA%29.zip
bob the builder - can we fix it (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bob%20the%20Builder%20-%20Can%20We%20Fix%20It%20%28USA%29.zip
bogey - dead 6 (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bogey%20-%20Dead%206%20%28USA%29.zip
bomberman - party edition (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bomberman%20-%20Party%20Edition%20%28USA%29.zip
bomberman fantasy race (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bomberman%20Fantasy%20Race%20%28USA%29.zip
bomberman world (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bomberman%20World%20%28USA%29.zip
bombing islands the (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bombing%20Islands%2C%20The%20%28USA%29.zip
boombots (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/BoomBots%20%28USA%29.zip
bottom of the 9th '97 (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bottom%20of%20the%209th%20%2797%20%28USA%29.zip
bottom of the 9th '99 (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bottom%20of%20the%209th%20%2799%20%28USA%29.zip
bottom of the 9th (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bottom%20of%20the%209th%20%28USA%29.zip
bowling (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bowling%20%28USA%29.zip
boxing (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Boxing%20%28USA%29.zip
brahma force - the assault on beltlogger 9 (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Brahma%20Force%20-%20The%20Assault%20on%20Beltlogger%209%20%28USA%29.zip
braindead 13 (usa) (disc 1),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/BrainDead%2013%20%28USA%29%20%28Disc%201%29.zip
braindead 13 (usa) (disc 2),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/BrainDead%2013%20%28USA%29%20%28Disc%202%29.zip
bratz - dress up get down and be a bratz superstar! (usa) (enfres),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Bratz%20-%20Dress%20Up%2C%20Get%20Down%20and%20Be%20a%20Bratz%20Superstar%21%20%28USA%29%20%28En%2CFr%2CEs%29.zip
brave fencer musashi (usa),https://archive.org/download/Sony-Playstation-USA-Redump.org-2019-05-27/Brave%20Fencer%20Musashi%20%28USA%29.zip
